transaction_date,branch_name,region,branch_size,product_category,total_revenue_sar,number_of_transactions,average_basket_sar,payment_method,customer_satisfaction_score
20-06-2024,Buraidah Central,Qassim,Medium,Beverages,5429.38,66,82.26,Tamara,4.6
13-03-2026,Khamis Mushait,Asir,Small,Fresh Produce,2887.46,50,57.75,Mada,3.1
24-05-2024,Abha Central,Asir,Small,Snacks & Confectionery,2106.32,50,42.13,Mada,3.0
10-04-2026,Najran Central,Najran,Medium,Clothing,11559.52,110,105.09,,4.5
03-04-2024,Buraidah Central,Qassim,,Dairy,8380.72,,79.82,Visa,3.4
20-10-2025,Unaizah,Qassim,Small,Dairy,1638.42,50,32.77,Mada,3.5
17-02-2025,Al Wajh,Tabuk,Medium,Fresh Produce,4086.91,50,81.74,Cash,3.3
24-05-2025,Dhahran,Eastern Province,XLarge,Frozen Foods,29247.85,368,79.48,Mastercard,3.8
01-05-2026,Buraidah Central,Qassim,Medium,Baby Products,5319.66,50,106.39,Visa,4.2
26-01-2026,Jubail,Eastern Province,Large,Electronics,9508.34,86,110.56,Mada,3.5
04-07-2025,Hafuf,Eastern Province,Medium,Snacks & Confectionery,4054.14,56,72.4,Mastercard,3.6
28-11-2025,Abha Central,Asir,Small,Cleaning Supplies,2985.23,50,59.7,STC Pay,3.6
30-12-2025,Madinah Central,Madinah,Small,Toys,2374.45,50,47.49,Visa,3.5
29-07-2024,Khamis Mushait,Asir,Small,Fresh Produce,2336.95,50,46.74,STC Pay,3.5
30-06-2024,Qatif,Eastern Province,XLarge,Snacks & Confectionery,23853.95,275,86.74,,
28-09-2025,Madinah North,Madinah,Large,Cleaning Supplies,12713.76,157,80.98,Visa,3.9
28-07-2024,Dhahran,Eastern Province,XLarge,Clothing,33516.12,339,98.87,Mada,4.7
11-10-2024,Khamis Mushait,Asir,Small,Fresh Produce,3516.57,50,70.33,Mada,3.6
03-10-2025,Riyadh Central,Riyadh,Large,Electronics,20710.8,176,,Cash,3.7
28-04-2024,Hittin,Riyadh,XLarge,Snacks & Confectionery,20600.24,207,99.52,Visa,3.9
27-01-2026,Jeddah South,Makkah,Large,Toys,8256.4,101,81.75,Mada,3.5
21-04-2024,Al Anbariyah,Madinah,Large,Meat & Poultry,22494.47,236,95.32,Mada,3.7
22-07-2025,Al Malaz,Riyadh,Large,Bakery,8610.96,115,74.88,Cash,3.6
03-05-2026,Riyadh East,Riyadh,Large,Fresh Produce,12012.83,143,84.01,Cash,3.8
22-09-2025,Al Wajh,Tabuk,Medium,Frozen Foods,4281.53,50,85.63,Apple Pay,3.6
25-02-2026,Al Aziziyah,Makkah,Large,Dairy,6544.97,84,77.92,STC Pay,3.4
30-05-2026,Qatif,Eastern Province,XLarge,Cleaning Supplies,25463.47,306,83.21,Mada,3.8
25-10-2024,Jeddah North,Makkah,XLarge,Bakery,,260,,Mada,3.7
26-01-2024,Hail Central,Hail,Small,Electronics,4655.52,50,93.11,Visa,3.4
28-02-2024,Jubail,Eastern Province,Large,Electronics,9966.22,77,129.43,Cash,3.7
11-01-2026,Jeddah South,Makkah,Large,Meat & Poultry,19248.21,150,128.32,Cash,3.8
13-04-2026,Riyadh South,Riyadh,Large,Household,11461.37,130,,Apple Pay,4.2
31-07-2025,Riyadh East,Riyadh,Large,Electronics,13919.38,120,115.99,Mada,3.4
05-04-2025,Khamis Mushait,Asir,Small,Bakery,4052.05,53,76.45,Mada,3.4
05-05-2025,Arar Central,Northern Borders,Small,,2433.52,50,48.67,Mada,4.0
01-02-2025,Jeddah East,Makkah,Large,Cleaning Supplies,14368.22,174,82.58,Cash,4.2
27-05-2024,Dhahran,Eastern Province,XLarge,Meat & Poultry,13739.54,143,96.08,Apple Pay,4.2
01-08-2024,Hafuf,Eastern Province,Medium,Beverages,5836.45,66,88.43,Mastercard,3.8
01-02-2025,Hail Central,Hail,Small,Meat & Poultry,,50,71.63,Cash,3.3
05-08-2025,Al Aziziyah,Makkah,Large,Cleaning Supplies,6519.95,88,74.09,Visa,3.7
15-07-2025,Arar Central,Northern Borders,Small,Snacks & Confectionery,2167.48,50,43.35,Mada,3.2
29-10-2025,Unaizah,Qassim,Small,Cleaning Supplies,1963.19,50,39.26,,3.9
22-02-2024,Tabuk Central,Tabuk,Medium,Meat & Poultry,4851.15,50,97.02,Mastercard,4.2
25-01-2024,Hail Central,Hail,Small,Meat & Poultry,2995.94,50,59.92,Mada,3.4
18-10-2025,Jeddah North,Makkah,XLarge,Frozen Foods,24225.31,242,100.1,Mada,3.2
19-02-2026,Makkah City,Makkah,Large,Dairy,10072.27,147,68.52,Visa,4.0
23-11-2025,Riyadh East,Riyadh,Large,Electronics,16753.94,104,161.1,STC Pay,4.0
16-11-2024,Al Malaz,Riyadh,Large,Meat & Poultry,,240,100.24,Tabby,
10-05-2026,Dhahran,Eastern Province,XLarge,Personal Care,17741.18,172,103.15,STC Pay,3.7
23-10-2024,Jeddah East,Makkah,Large,Snacks & Confectionery,8288.17,87,95.27,STC Pay,3.9
01-03-2025,Jeddah South,Makkah,Large,Cleaning Supplies,15246.35,188,81.1,Visa,3.4
07-12-2025,Dammam Central,Eastern Province,Large,Bakery,15299.99,172,88.95,STC Pay,3.4
09-04-2024,Hail Central,Hail,Small,Fresh Produce,4283.52,50,85.67,Mada,3.6
27-03-2025,Abha Central,Asir,,Fresh Produce,3720.16,50,,Tabby,3.7
13-12-2024,Hafuf,Eastern Province,Medium,Cleaning Supplies,8004.61,84,95.29,Cash,3.7
23-04-2024,Jeddah North,Makkah,XLarge,Snacks & Confectionery,22446.26,292,76.87,Tabby,4.4
26-10-2024,Jubail,Eastern Province,Large,Baby Products,19817.52,157,126.23,Visa,3.8
22-06-2024,Tabuk Central,Tabuk,Medium,Bakery,5198.88,69,75.35,Tamara,3.7
16-05-2025,Riyadh North,Riyadh,Large,Fresh Produce,10613.34,124,85.59,Mastercard,3.7
11-02-2024,Qatif,Eastern Province,XLarge,Baby Products,21263.92,215,98.9,Mastercard,5.0
18-07-2025,Qatif,Eastern Province,XLarge,Cleaning Supplies,12663.4,190,66.65,Cash,3.7
26-04-2025,Al Aziziyah,Makkah,Large,Electronics,23562.86,193,122.09,Mastercard,3.6
10-01-2025,Qatif,Eastern Province,XLarge,Snacks & Confectionery,21352.23,289,73.88,Mada,3.5
19-07-2025,Al Anbariyah,Madinah,Large,,9923.88,103,96.35,Mada,4.6
04-04-2026,Al Malaz,Riyadh,Large,Dairy,16880.31,211,80.0,Cash,4.1
05-09-2024,Al Olaya,Riyadh,,Meat & Poultry,9642.73,75,128.57,Apple Pay,3.1
18-03-2024,Al Malaz,Riyadh,Large,Electronics,14824.79,128,115.82,STC Pay,3.6
08-10-2025,Arar Central,Northern Borders,Small,Frozen Foods,2728.47,50,,Cash,3.4
23-07-2024,Makkah City,Makkah,Large,Cleaning Supplies,9245.31,103,89.76,Mastercard,4.2
03-08-2024,Madinah Central,Madinah,Small,Electronics,,50,69.14,Visa,3.8
17-04-2026,Najran Central,Najran,Medium,Baby Products,7463.93,74,100.86,Mada,3.7
29-03-2025,Riyadh South,Riyadh,Large,Electronics,26550.53,177,150.0,Mada,4.4
09-07-2025,Jeddah North,Makkah,XLarge,Fresh Produce,15894.95,150,105.97,Apple Pay,4.3
15-06-2024,Madinah Central,Madinah,Small,Snacks & Confectionery,2569.3,,51.39,Mada,4.3
11-08-2024,Al Khobar,Eastern Province,Large,Snacks & Confectionery,11185.33,149,75.07,Visa,3.2
15-10-2024,Al Anbariyah,Madinah,Large,Electronics,16324.4,103,158.49,Mada,2.9
26-09-2025,Riyadh South,Riyadh,Large,Beverages,13292.78,167,79.6,STC Pay,2.8
22-11-2024,Al Malaz,Riyadh,Large,Cleaning Supplies,12357.32,149,82.94,Mastercard,4.2
05-08-2025,Riyadh West,Riyadh,Large,Snacks & Confectionery,7152.7,85,84.15,Mastercard,
16-11-2024,Al Bahah Central,Al Bahah,Small,,,50,73.2,Mada,3.7
23-02-2025,Hafuf,Eastern Province,Medium,Beverages,5770.32,79,73.04,Apple Pay,4.2
08-04-2025,Arar Central,Northern Borders,Small,Frozen Foods,2066.66,50,41.33,STC Pay,3.5
18-03-2026,Makkah City,Makkah,Large,Baby Products,10698.75,107,99.99,Mada,4.5
03-06-2024,Jeddah East,Makkah,Large,Fresh Produce,8643.9,80,108.05,Mada,3.9
04-10-2024,Jeddah North,Makkah,XLarge,,29370.76,216,135.98,Mada,4.5
13-07-2024,Madinah Central,Madinah,Small,Frozen Foods,2965.84,50,59.32,STC Pay,3.5
14-05-2025,Jeddah South,Makkah,Large,Electronics,16637.37,151,110.18,Cash,3.6
24-05-2024,Al Khobar,Eastern Province,Large,Baby Products,11768.23,125,94.15,Mada,4.2
11-11-2024,Riyadh Central,Riyadh,Large,Meat & Poultry,13167.04,110,119.7,Visa,3.4
15-10-2024,Buraidah Central,Qassim,Medium,,5717.88,55,103.96,Cash,3.5
05-03-2024,Najran Central,Najran,Medium,Meat & Poultry,4633.2,50,92.66,STC Pay,3.5
11-10-2025,Jubail,Eastern Province,Large,Baby Products,21768.95,231,94.24,Visa,3.0
16-12-2025,Qatif,Eastern Province,XLarge,Fresh Produce,15609.43,161,96.95,Visa,4.3
12-04-2026,Madinah North,Madinah,Large,Beverages,17862.07,207,86.29,Cash,3.7
07-04-2024,Al Jawf Central,Al Jawf,Small,Fresh Produce,5017.88,51,98.39,Visa,2.8
09-03-2024,Dammam Central,Eastern Province,Large,Frozen Foods,14512.49,184,78.87,Mada,4.0
07-01-2025,Jeddah North,Makkah,XLarge,Electronics,26436.95,182,145.26,Visa,3.7
29-07-2025,Najran Central,Najran,Medium,Dairy,3226.87,50,64.54,Tamara,4.5
23-07-2024,Unaizah,Qassim,Small,Clothing,2987.46,50,59.75,Visa,4.1
20-06-2025,Al Aziziyah,Makkah,Large,Dairy,11489.28,160,71.81,Mada,4.2
01-11-2024,Riyadh Central,Riyadh,Large,Fresh Produce,11868.49,106,111.97,Mastercard,3.8
05-03-2026,Arar Central,Northern Borders,Small,Fresh Produce,2993.44,50,59.87,Visa,
15-02-2026,Hail Central,Hail,Small,Baby Products,2906.66,50,58.13,Mada,3.3
26-11-2024,Makkah City,Makkah,Large,Fresh Produce,12967.82,165,78.59,Visa,
25-05-2024,Abha Central,Asir,Small,Frozen Foods,2779.06,50,55.58,Visa,3.4
19-09-2025,Jubail,Eastern Province,Large,Electronics,21101.63,148,142.58,Visa,3.5
07-06-2025,Riyadh East,Riyadh,Large,Toys,10513.41,94,111.84,Cash,4.0
16-06-2024,Buraidah Central,Qassim,Medium,Bakery,6414.53,94,68.24,Tabby,3.9
24-03-2024,Qatif,Eastern Province,XLarge,Frozen Foods,32723.04,370,88.44,Visa,3.4
12-12-2025,Bisha,Asir,Medium,Snacks & Confectionery,5434.66,74,73.44,Mada,3.7
20-02-2026,Hittin,Riyadh,XLarge,Dairy,20721.25,232,89.32,Visa,3.9
05-05-2025,Madinah Central,Madinah,Small,Bakery,1248.91,50,24.98,Mada,3.6
27-05-2025,Makkah City,Makkah,Large,Meat & Poultry,9931.55,95,104.54,Mada,3.5
16-11-2025,Riyadh North,Riyadh,Large,Meat & Poultry,20171.1,151,133.58,Mada,3.8
01-08-2024,Riyadh East,Riyadh,Large,Beverages,7842.06,86,91.19,Cash,4.2
10-02-2025,Jeddah South,Makkah,Large,Household,7738.23,90,85.98,Mastercard,3.5
29-09-2024,Al Khobar,Eastern Province,Large,Household,15399.19,133,115.78,Mada,3.5
23-09-2024,Jubail,Eastern Province,Large,Clothing,11015.83,93,118.45,Mada,3.6
27-02-2026,Al Jawf Central,Al Jawf,Small,Fresh Produce,2417.25,50,48.34,Apple Pay,3.6
16-02-2026,Al Aziziyah,Makkah,Large,,8353.62,107,78.07,Mastercard,3.0
04-01-2025,Dhahran,Eastern Province,,Clothing,29647.31,229,129.46,STC Pay,4.2
13-11-2024,Riyadh North,Riyadh,Large,Snacks & Confectionery,7167.64,100,71.68,Mada,3.6
07-01-2026,Khamis Mushait,Asir,Small,Baby Products,2226.53,50,44.53,Mada,3.1
25-03-2026,Al Khobar,Eastern Province,Large,Snacks & Confectionery,11686.92,,,Visa,3.8
23-05-2026,Riyadh Central,Riyadh,Large,Electronics,14922.22,92,162.2,Mada,4.2
09-04-2024,Jeddah South,Makkah,Large,Bakery,10443.01,122,85.6,Mada,
18-03-2024,Abha Central,Asir,Small,Clothing,3587.61,50,71.75,Cash,3.8
30-03-2026,Arar Central,Northern Borders,Small,Fresh Produce,2683.95,50,53.68,,3.8
02-05-2025,Riyadh North,Riyadh,Large,Fresh Produce,9704.9,117,82.95,Mada,4.3
03-10-2024,Dammam Central,Eastern Province,Large,Household,8872.52,73,121.54,Mastercard,3.4
07-03-2024,Al Rawdah,Makkah,Large,Meat & Poultry,12399.88,91,136.26,Mada,3.6
13-08-2025,Riyadh Central,Riyadh,Large,Clothing,,146,97.71,STC Pay,3.9
06-01-2026,Al Khobar,Eastern Province,Large,Snacks & Confectionery,8106.06,80,101.33,Mada,4.0
09-04-2026,Hail Central,Hail,Small,Clothing,2625.75,50,52.52,Apple Pay,3.4
26-07-2025,Al Wajh,Tabuk,Medium,Beverages,,84,96.04,Apple Pay,4.2
12-04-2025,Abha Central,Asir,Small,Household,5190.02,50,103.8,STC Pay,3.7
29-05-2024,Unaizah,Qassim,Small,Clothing,2429.0,50,48.58,Visa,2.8
31-05-2024,Al Khobar,Eastern Province,Large,Frozen Foods,13435.21,152,88.39,Visa,4.6
18-03-2025,Abha Central,Asir,Small,Bakery,2137.1,50,42.74,STC Pay,3.3
27-11-2025,Unaizah,Qassim,Small,Electronics,3044.31,50,60.89,Apple Pay,3.3
05-09-2025,Jeddah North,Makkah,XLarge,Clothing,24807.65,236,105.12,Apple Pay,3.0
24-04-2026,Al Rawdah,Makkah,Large,Fresh Produce,16392.08,176,93.14,Cash,3.3
11-07-2025,Al Jawf Central,Al Jawf,Small,Fresh Produce,1963.03,50,39.26,STC Pay,3.5
01-12-2025,Madinah Central,Madinah,Small,Meat & Poultry,3269.8,50,65.4,Mastercard,3.4
15-07-2025,Abha Central,Asir,Small,Household,2731.72,50,54.63,Mada,3.4
19-08-2024,Al Olaya,Riyadh,Large,Beverages,8826.56,117,75.44,STC Pay,4.1
03-01-2026,Al Aziziyah,Makkah,Large,Snacks & Confectionery,9205.96,112,82.2,Cash,3.9
04-09-2024,Dhahran,Eastern Province,XLarge,Dairy,16785.94,185,90.73,Visa,4.1
25-01-2024,Al Aziziyah,Makkah,Large,Dairy,6392.64,70,91.32,Apple Pay,3.7
01-05-2024,Hail Central,Hail,Small,Meat & Poultry,2462.99,50,49.26,,3.5
17-12-2024,Dhahran,Eastern Province,XLarge,Bakery,14622.3,189,77.37,Visa,3.5
26-11-2025,Riyadh East,Riyadh,Large,Electronics,15318.8,109,140.54,,
31-05-2026,Najran Central,Najran,Medium,Frozen Foods,7453.82,93,80.15,Mada,3.1
28-01-2024,Al Bahah Central,Al Bahah,Small,Baby Products,3188.62,50,63.77,Cash,3.2
10-07-2025,Al Anbariyah,Madinah,Large,Bakery,6122.79,92,66.55,Visa,4.1
04-09-2024,Qatif,Eastern Province,XLarge,Beverages,16554.37,180,91.97,Visa,4.2
09-08-2024,Hail Central,Hail,Small,Fresh Produce,2851.54,50,57.03,Visa,3.6
31-03-2025,Al Jawf Central,Al Jawf,Small,Fresh Produce,1687.91,50,33.76,Visa,3.5
31-10-2025,Unaizah,Qassim,Small,Bakery,,50,55.47,Visa,3.8
10-02-2024,Jeddah South,Makkah,Large,Meat & Poultry,14183.84,108,131.33,Mada,
22-07-2024,Riyadh West,Riyadh,Large,Bakery,6946.37,88,78.94,Mastercard,3.7
14-02-2024,Khamis Mushait,Asir,Small,Bakery,1484.33,50,29.69,Visa,3.4
22-08-2024,Al Bahah Central,Al Bahah,Small,Snacks & Confectionery,2254.89,50,45.1,Cash,3.7
24-03-2025,Riyadh North,Riyadh,Large,Snacks & Confectionery,12663.73,150,84.42,Mastercard,4.0
12-10-2025,Abha Central,Asir,Small,Meat & Poultry,4038.33,50,80.77,Mada,3.6
26-09-2024,Al Malaz,Riyadh,Large,Clothing,15712.8,,116.39,Visa,3.7
20-05-2024,Madinah North,Madinah,Large,Fresh Produce,6923.37,79,87.64,Mastercard,2.5
24-07-2025,Abha Central,Asir,Small,Electronics,2710.68,50,54.21,Mada,4.0
28-04-2024,Tabuk Central,Tabuk,Medium,Bakery,7140.26,81,88.15,Cash,3.8
06-06-2025,Riyadh South,Riyadh,Large,,12861.12,152,84.61,Visa,3.7
06-11-2024,Riyadh Central,Riyadh,Large,Fresh Produce,12829.63,166,77.29,Apple Pay,3.9
04-05-2025,Najran Central,Najran,Medium,Fresh Produce,6497.81,68,95.56,Visa,3.6
29-05-2026,Unaizah,Qassim,Small,Fresh Produce,3125.76,50,62.52,Visa,3.7
15-03-2024,Al Jawf Central,Al Jawf,Small,Bakery,3716.71,54,68.83,Apple Pay,3.5
18-08-2024,Abha Central,Asir,Small,Meat & Poultry,4198.76,50,83.98,Cash,3.4
18-11-2025,Al Aziziyah,Makkah,Large,Meat & Poultry,14280.75,127,112.45,Apple Pay,4.2
05-02-2026,Madinah Central,Madinah,Small,Beverages,2420.81,50,48.42,Visa,2.9
04-09-2024,Jeddah South,Makkah,Large,Dairy,9067.28,125,72.54,Mada,4.2
03-03-2025,Riyadh North,Riyadh,Large,Fresh Produce,10686.99,137,,Cash,3.6
14-10-2024,Bisha,Asir,Medium,Snacks & Confectionery,4415.16,62,71.21,Mada,3.5
11-09-2025,Unaizah,Qassim,Small,Dairy,1884.59,50,37.69,Visa,3.0
25-04-2025,Makkah City,Makkah,Large,Toys,14306.81,179,79.93,Visa,4.3
14-09-2024,Riyadh West,Riyadh,Large,,18125.38,198,91.54,Visa,3.9
02-09-2024,Jubail,Eastern Province,Large,Meat & Poultry,11577.1,97,119.35,Apple Pay,4.7
23-11-2025,Buraidah Central,Qassim,Medium,Dairy,,78,82.61,Mastercard,3.9
01-04-2026,Makkah City,Makkah,Large,,11828.38,158,74.86,,3.0
20-07-2025,Unaizah,Qassim,Small,Snacks & Confectionery,2330.16,,46.6,Mada,3.5
29-07-2024,Madinah North,Madinah,Large,Clothing,11320.4,92,123.05,STC Pay,3.0
18-01-2025,Al Bahah Central,Al Bahah,Small,Beverages,,50,51.46,Visa,3.4
15-09-2024,Riyadh West,Riyadh,Large,Meat & Poultry,13129.08,121,108.5,Mada,3.7
12-07-2024,Riyadh West,Riyadh,Large,Bakery,11077.48,147,75.36,STC Pay,3.1
04-08-2025,Al Jawf Central,Al Jawf,Small,Dairy,1690.4,50,33.81,Visa,3.4
01-09-2025,Al Bahah Central,Al Bahah,Small,Beverages,1559.53,50,31.19,Cash,4.1
12-02-2024,Riyadh South,Riyadh,Large,Dairy,8681.86,110,78.93,Mada,4.3
30-01-2026,Al Olaya,Riyadh,Large,Bakery,10780.09,166,64.94,Visa,4.2
18-10-2024,Dammam Central,Eastern Province,Large,Bakery,10421.84,,71.87,Visa,3.8
19-07-2025,Dammam Central,Eastern Province,Large,Bakery,10263.85,110,93.31,Visa,3.8
27-07-2024,Khamis Mushait,Asir,Small,Electronics,,50,90.24,Visa,3.4
08-04-2026,Dammam Central,Eastern Province,Large,Fresh Produce,11537.79,145,79.57,Mada,3.6
13-08-2024,Jeddah East,Makkah,Large,Electronics,11458.43,94,121.9,Mada,3.9
01-04-2025,Khamis Mushait,Asir,,Fresh Produce,,50,43.97,Mastercard,
21-05-2026,Khamis Mushait,Asir,Small,Meat & Poultry,2881.04,50,57.62,Mada,3.8
23-03-2025,Al Bahah Central,Al Bahah,Small,Household,6010.19,55,109.28,Mada,3.0
16-01-2025,Al Rawdah,Makkah,Large,Electronics,11353.9,99,114.69,Mastercard,3.3
17-03-2026,Jeddah South,Makkah,Large,Bakery,7860.27,98,80.21,Mada,3.6
06-09-2025,Khamis Mushait,Asir,Small,Baby Products,4659.8,50,93.2,Visa,2.8
08-04-2025,Riyadh West,Riyadh,Large,Electronics,18293.29,,127.04,Mada,
10-03-2025,Hail Central,Hail,Small,Bakery,2068.54,50,41.37,Mada,3.7
05-05-2025,Al Anbariyah,Madinah,Large,Bakery,5913.6,81,73.01,Visa,3.5
25-01-2025,Riyadh East,Riyadh,Large,Frozen Foods,12515.42,118,106.06,STC Pay,3.7
22-09-2025,Al Malaz,Riyadh,Large,Electronics,14598.81,93,156.98,STC Pay,3.5
12-10-2024,Al Wajh,Tabuk,Medium,Fresh Produce,9407.8,100,94.08,Mada,3.9
25-08-2024,Riyadh West,Riyadh,Large,Personal Care,16181.95,175,92.47,Apple Pay,4.4
22-10-2024,Jeddah East,Makkah,Large,Baby Products,11900.41,131,90.84,Mada,3.2
09-09-2025,Al Aziziyah,Makkah,Large,Electronics,15240.44,98,155.51,Apple Pay,3.9
20-07-2025,Arar Central,Northern Borders,Small,Frozen Foods,3153.32,50,63.07,STC Pay,3.8
16-03-2026,Madinah North,Madinah,Large,Snacks & Confectionery,6444.76,86,74.94,Visa,4.3
07-02-2025,Riyadh South,Riyadh,Large,Electronics,12938.22,85,152.21,Cash,3.9
10-08-2025,Abha Central,Asir,Small,Beverages,3178.15,50,63.56,Mastercard,3.5
09-03-2024,Riyadh East,Riyadh,Large,Fresh Produce,19208.54,195,98.51,Visa,3.6
24-11-2025,Al Bahah Central,Al Bahah,Small,Household,2904.34,50,,STC Pay,3.0
28-12-2024,Buraidah Central,Qassim,Medium,Personal Care,10464.34,125,83.71,Mada,3.9
20-06-2025,Al Anbariyah,Madinah,Large,Fresh Produce,13750.41,174,79.03,Cash,4.0
12-05-2026,Abha Central,Asir,Small,Personal Care,1936.03,50,38.72,Mada,3.6
25-01-2024,Abha Central,Asir,Small,Fresh Produce,1999.22,50,39.98,Mada,3.5
26-10-2025,Makkah City,Makkah,Large,Meat & Poultry,19986.26,155,128.94,STC Pay,
15-09-2024,Hail Central,Hail,Small,Beverages,2883.56,50,,STC Pay,
08-09-2024,Riyadh South,Riyadh,,Cleaning Supplies,14460.46,216,66.95,Mada,3.9
24-12-2024,Riyadh South,Riyadh,Large,Meat & Poultry,13062.65,126,103.67,Mada,3.5
18-07-2025,Al Jawf Central,Al Jawf,Small,Baby Products,2999.16,50,59.98,Mada,3.4
05-12-2024,Hafuf,Eastern Province,Medium,Cleaning Supplies,4378.76,50,87.58,Tamara,4.2
02-03-2024,Dammam Central,Eastern Province,Large,Bakery,9470.73,127,74.57,Cash,4.3
08-12-2024,Bisha,Asir,Medium,Beverages,8718.18,107,81.48,Mada,4.3
24-03-2025,Hittin,Riyadh,XLarge,Beverages,25677.9,303,84.75,Mastercard,4.2
09-03-2024,Al Jawf Central,Al Jawf,Small,Fresh Produce,4420.06,,80.36,Mada,3.5
27-05-2024,Dammam Central,Eastern Province,Large,Cleaning Supplies,6085.94,65,,Mada,3.2
13-08-2024,Bisha,Asir,Medium,Dairy,3102.06,50,62.04,Mada,3.4
13-03-2025,Jeddah North,Makkah,XLarge,Bakery,22799.52,354,64.41,Cash,3.8
16-06-2024,Riyadh West,Riyadh,Large,Dairy,12834.8,159,80.72,Cash,2.7
26-04-2024,Al Bahah Central,Al Bahah,Small,Beverages,2483.58,50,49.67,Visa,3.8
21-05-2026,Abha Central,Asir,Small,Baby Products,2546.99,50,50.94,Visa,4.1
23-06-2025,Jubail,Eastern Province,Large,Toys,7084.67,81,87.47,Visa,3.4
05-04-2026,Dammam Central,Eastern Province,Large,Cleaning Supplies,14695.83,167,,Cash,3.4
03-11-2024,Al Jawf Central,Al Jawf,Small,Frozen Foods,3305.34,50,66.11,Tabby,3.6
31-03-2026,Dhahran,Eastern Province,,Fresh Produce,20369.53,194,105.0,Mada,
20-04-2025,Madinah North,Madinah,Large,,17033.1,235,72.48,Visa,3.0
30-01-2026,Tabuk Central,Tabuk,Medium,Household,6357.81,58,109.62,Mada,3.1
04-03-2026,Riyadh West,Riyadh,Large,Cleaning Supplies,7934.56,99,80.15,Apple Pay,3.1
28-02-2025,Jeddah North,Makkah,XLarge,Electronics,27185.71,245,110.96,Cash,4.1
09-02-2025,Al Bahah Central,Al Bahah,Small,Meat & Poultry,3542.99,50,70.86,Mada,4.4
10-12-2024,Jeddah South,Makkah,Large,Dairy,7910.99,94,84.16,Cash,4.4
02-06-2024,Riyadh Central,Riyadh,Large,Beverages,11682.87,115,101.59,Tabby,4.2
22-02-2024,Jeddah North,Makkah,XLarge,Fresh Produce,,109,106.06,Tamara,3.6
13-11-2025,Hafuf,Eastern Province,Medium,Electronics,8677.54,77,112.7,Mada,4.3
19-08-2025,Riyadh East,Riyadh,Large,Electronics,10083.75,,162.64,STC Pay,4.0
20-04-2024,Al Bahah Central,Al Bahah,Small,Dairy,3100.14,,62.0,Cash,2.8
21-05-2024,Al Khobar,Eastern Province,Large,Personal Care,7280.2,69,105.51,Visa,3.7
06-12-2025,Madinah Central,Madinah,Small,Meat & Poultry,4126.08,50,82.52,Mada,3.4
09-04-2026,Najran Central,Najran,Medium,Baby Products,,63,113.87,Mastercard,4.0
24-03-2026,Madinah North,Madinah,Large,Dairy,11138.15,129,86.34,Mada,3.4
21-12-2025,Jeddah North,Makkah,XLarge,,31221.97,248,125.9,Cash,
10-01-2026,Jeddah North,Makkah,XLarge,Frozen Foods,17840.75,217,82.22,Visa,4.3
21-03-2025,Najran Central,Najran,Medium,,7992.8,109,73.33,Mastercard,3.8
29-04-2025,Al Rawdah,Makkah,Large,Meat & Poultry,15054.92,130,115.81,Mada,3.5
02-02-2024,Riyadh South,Riyadh,Large,Snacks & Confectionery,12006.72,139,86.38,Apple Pay,2.8
05-04-2025,Jubail,Eastern Province,Large,Dairy,12445.22,184,67.64,Mada,4.0
08-02-2026,Jubail,Eastern Province,Large,Toys,13236.98,111,119.25,Apple Pay,4.2
08-12-2024,Al Bahah Central,Al Bahah,Small,Cleaning Supplies,2486.16,50,49.72,Visa,3.5
26-07-2024,Dammam Central,Eastern Province,Large,Meat & Poultry,15565.86,156,99.78,Visa,3.6
11-12-2024,Abha Central,Asir,Small,Beverages,1763.03,50,35.26,Visa,2.9
31-05-2024,Al Rawdah,Makkah,Large,Clothing,13673.95,130,105.18,Visa,3.0
21-03-2025,Al Aziziyah,Makkah,Large,Frozen Foods,21091.58,,108.16,Tabby,3.6
05-07-2025,Al Khobar,Eastern Province,Large,Beverages,15989.71,171,93.51,Cash,
30-04-2025,Riyadh West,Riyadh,Large,Meat & Poultry,16718.68,149,112.21,STC Pay,3.2
18-11-2024,Madinah Central,Madinah,,,2261.09,50,45.22,STC Pay,4.0
08-02-2025,Al Anbariyah,Madinah,Large,Household,12700.11,103,123.3,Tabby,3.2
01-09-2024,Hail Central,Hail,,Beverages,2743.63,50,54.87,Apple Pay,3.5
02-03-2025,Unaizah,Qassim,Small,Snacks & Confectionery,3158.53,,63.17,,4.3
26-02-2026,Dhahran,Eastern Province,XLarge,Electronics,24011.4,220,109.14,Mada,3.8
25-05-2026,Hittin,Riyadh,,Baby Products,14908.33,145,102.82,Mada,3.7
02-11-2025,Unaizah,Qassim,Small,Toys,2996.16,50,59.92,Visa,3.7
06-02-2026,Makkah City,Makkah,Large,Fresh Produce,12520.0,127,98.58,Mada,3.8
12-03-2025,Jeddah South,Makkah,Large,Fresh Produce,12405.75,115,107.88,STC Pay,3.6
19-03-2024,Riyadh West,Riyadh,Large,Cleaning Supplies,15734.59,230,68.41,Cash,4.3
08-03-2024,Madinah North,Madinah,Large,Snacks & Confectionery,13611.03,195,69.8,Tabby,4.1
27-05-2025,Hittin,Riyadh,,,17234.04,193,89.3,Cash,4.3
